#Position (bp)	insert size
54511.0	362.7641509433962
54698.0	354.84753363228697
54885.0	333.2916666666667
55072.0	356.7230769230769
55259.0	342.9514563106796
55446.0	361.4297872340426
55633.0	310.95882352941175
55820.0	285.4688796680498
56007.0	347.56424581005587
56194.0	348.2086956521739
56381.0	335.4313725490196
56568.0	333.4759036144578
56755.0	347.76651982378854
56942.0	340.5445026178011
57129.0	322.7718120805369
57316.0	342.156
57503.0	334.9012345679012
57690.0	336.1770833333333
57877.0	329.5444015444015
58064.0	328.140221402214
58251.0	337.85593220338984
58438.0	341.4859437751004
58625.0	329.86
58812.0	328.3273381294964
58999.0	338.7324561403509
59186.0	341.1383647798742
59373.0	275.7454128440367
59560.0	407.1818181818182
59747.0	333.54128440366975
59934.0	324.20647773279353
60121.0	359.5816023738872
60308.0	330.51724137931035
60495.0	346.93470790378007
60682.0	341.028125
60869.0	336.98591549295776
61056.0	329.458064516129
61243.0	336.18360655737706
61430.0	347.2074829931973
61617.0	334.55172413793105
61804.0	342.12893081761007
61991.0	337.17596566523605
62178.0	345.2313725490196
62365.0	354.6896551724138
62552.0	344.26356589147287
62739.0	322.22739726027396
62926.0	490.8625
63113.0	322.34634146341466
63300.0	361.14822546972863
63487.0	348.036036036036
63674.0	304.06953223767385
63861.0	343.8668831168831
64048.0	331.9509202453988
64235.0	325.7776365946633
64422.0	341.1490031479538
64609.0	305.97508896797154
64796.0	255.95416666666668
64983.0	310.06985294117646
65170.0	322.67539267015707
65357.0	333.1484375
65544.0	351.74609375
65731.0	345.147465437788
65918.0	339.6223404255319
66105.0	347.96634615384613
66292.0	341.24844720496895
66479.0	353.7708333333333
66666.0	353.90291262135923
66853.0	349.6010101010101
67040.0	315.481228668942
67227.0	345.0243902439024
67414.0	344.85853658536587
67601.0	334.2782258064516
67788.0	330.98048780487807
67975.0	317.05128205128204
68162.0	323.64853556485355
68349.0	339.45762711864404
68536.0	340.0591133004926
68723.0	320.55
68910.0	344.0532786885246
69097.0	335.59708737864077
69284.0	354.7083333333333
69471.0	336.905737704918
69658.0	328.00467289719626
69845.0	347.6264367816092
70032.0	365.75545851528386
70219.0	333.83474576271186
70406.0	346.5787037037037
70593.0	362.93636363636364
70780.0	351.58937198067633
70967.0	350.94262295081967
71154.0	340.3016393442623
71341.0	308.3448275862069
71528.0	314.88275862068963
71715.0	326.3705357142857
71902.0	329.44978165938863
72089.0	292.7668269230769
72276.0	331.97113997113996
72463.0	342.9763912310287
72650.0	357.4740024183797
72837.0	337.58357771260995
73024.0	302.3925
73211.0	292.17182130584195
73398.0	387.22222222222223
73585.0	338.37333333333333
73772.0	301.68888888888887
73959.0	227.6
74146.0	244.59633027522935
74333.0	130.07692307692307
74520.0	0.0
74624.0	0.0
